object_kind,object_id,object_class,quantity,quantity_period,observation_calculation_class,model_use,evidence_reference,claim_boundary
route,XBF-FORMAL-CROSS-BORDER-AQ-513DA7708,formal_cross_border_aquatic_food_form_route,21.792,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-70F38D620,formal_cross_border_aquatic_food_form_route,622.465,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-AD6A5B2FA,formal_cross_border_aquatic_food_form_route,6122.553,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-B386FA0E4,formal_cross_border_aquatic_food_form_route,5.96,2021-2021,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-B9A960D73,formal_cross_border_aquatic_food_form_route,797958.131,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-C7DEA5D38,formal_cross_border_aquatic_food_form_route,135.846,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-1C2A824B0,formal_cross_border_aquatic_food_form_route,25.2,2020-2020,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-5FCAEBF60,formal_cross_border_aquatic_food_form_route,1844.46,2019-2023,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-E771E7228,formal_cross_border_aquatic_food_form_route,52.037,2019-2020,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-EF66B6FBC,formal_cross_border_aquatic_food_form_route,89492.683,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-2660C51E0,formal_cross_border_aquatic_food_form_route,116.13,2021-2023,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-579BE19B8,formal_cross_border_aquatic_food_form_route,21.88,2020-2020,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-87F36E738,formal_cross_border_aquatic_food_form_route,403.261,2019-2023,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-C1517B1A8,formal_cross_border_aquatic_food_form_route,14.85,2019-2019,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-DD83F2497,formal_cross_border_aquatic_food_form_route,2.154,2021-2021,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-03CEAA4F0,formal_cross_border_aquatic_food_form_route,13247.426,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-15D8A95BA,formal_cross_border_aquatic_food_form_route,1075.324,2020-2021,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-7F957183F,formal_cross_border_aquatic_food_form_route,41.41,2021-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-C49331D07,formal_cross_border_aquatic_food_form_route,3221.952,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-FA0D30D51,formal_cross_border_aquatic_food_form_route,686.7,2019-2020,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-492665E9F,formal_cross_border_aquatic_food_form_route,1.2,2024-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-792C55774,formal_cross_border_aquatic_food_form_route,124.207,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-A5DA5D061,formal_cross_border_aquatic_food_form_route,3.926,2021-2023,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-B68580195,formal_cross_border_aquatic_food_form_route,1.46,2019-2019,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-CD4CE3892,formal_cross_border_aquatic_food_form_route,0.006,2021-2021,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-FD030502C,formal_cross_border_aquatic_food_form_route,690.246,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-6E7184411,formal_cross_border_aquatic_food_form_route,0.089,2019-2019,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-F20DC59E8,formal_cross_border_aquatic_food_form_route,0.014,2020-2020,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-FBF7E9726,formal_cross_border_aquatic_food_form_route,177.777,2020-2023,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-8827BCEFB,formal_cross_border_aquatic_food_form_route,1760.323,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-D38A5668E,formal_cross_border_aquatic_food_form_route,51.66,2019-2019,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-64DF2CA17,formal_cross_border_aquatic_food_form_route,0.568,2022-2022,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-74DC7A32F,formal_cross_border_aquatic_food_form_route,0.01957,2022-2022,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-AFAC6CFA4,formal_cross_border_aquatic_food_form_route,705.946,2019-2019,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-F0F2280D5,formal_cross_border_aquatic_food_form_route,0.01176,2021-2021,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-1B8E840CD,formal_cross_border_aquatic_food_form_route,2.059,2022-2022,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-2585DD43C,formal_cross_border_aquatic_food_form_route,139.4,2019-2022,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-97EC2CF6E,formal_cross_border_aquatic_food_form_route,11.1,2019-2019,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-0723D46B5,formal_cross_border_aquatic_food_form_route,74.032,2019-2020,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-3F87206AE,formal_cross_border_aquatic_food_form_route,0.514,2022-2022,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-6D30210DE,formal_cross_border_aquatic_food_form_route,0.07666,2021-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-C4D734CE4,formal_cross_border_aquatic_food_form_route,36053.28971,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-CD1794B07,formal_cross_border_aquatic_food_form_route,3.66,2024-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-CF17A1F95,formal_cross_border_aquatic_food_form_route,53.74,2023-2023,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-E0D07C984,formal_cross_border_aquatic_food_form_route,8620.570603,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-F2C86DA31,formal_cross_border_aquatic_food_form_route,2.0,2023-2023,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-FC720C5CC,formal_cross_border_aquatic_food_form_route,796.604,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-3646E2BAF,formal_cross_border_aquatic_food_form_route,162065.214,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-61A3DC242,formal_cross_border_aquatic_food_form_route,254.457,2020-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-DE4EA6614,formal_cross_border_aquatic_food_form_route,0.534,2021-2021,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-F9A9EC26A,formal_cross_border_aquatic_food_form_route,480.915,2020-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-443253DF1,formal_cross_border_aquatic_food_form_route,0.044,2021-2023,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-61EAC481C,formal_cross_border_aquatic_food_form_route,409.59,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-CFEE167E6,formal_cross_border_aquatic_food_form_route,0.135,2021-2023,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-DDD010E38,formal_cross_border_aquatic_food_form_route,333.903,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-15798C12E,formal_cross_border_aquatic_food_form_route,373.3,2021-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-2B7151493,formal_cross_border_aquatic_food_form_route,5080.1,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-4AB492476,formal_cross_border_aquatic_food_form_route,0.01,2023-2023,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-7648C1C97,formal_cross_border_aquatic_food_form_route,1.0,2024-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-F7A7CDF65,formal_cross_border_aquatic_food_form_route,66.5,2024-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-BCA9C43FE,formal_cross_border_aquatic_food_form_route,0.064,2019-2019,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-C9430634A,formal_cross_border_aquatic_food_form_route,1.304,2021-2021,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-E10402833,formal_cross_border_aquatic_food_form_route,388.593,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-9A49C40F8,formal_cross_border_aquatic_food_form_route,23.94,2019-2019,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-645D28C88,formal_cross_border_aquatic_food_form_route,1411.797,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-3385869E7,formal_cross_border_aquatic_food_form_route,53.94,2019-2019,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-C7518EC7D,formal_cross_border_aquatic_food_form_route,6.06,2019-2019,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-1BBA5E8BC,formal_cross_border_aquatic_food_form_route,14852.55,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-32FF2F3D6,formal_cross_border_aquatic_food_form_route,107.271,2021-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-C22E70D80,formal_cross_border_aquatic_food_form_route,17898.364,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-15E5C0D57,formal_cross_border_aquatic_food_form_route,238.124,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-3B47D4A38,formal_cross_border_aquatic_food_form_route,126219.002,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-86D0A1608,formal_cross_border_aquatic_food_form_route,77.628,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-BC9753B3A,formal_cross_border_aquatic_food_form_route,4.291,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-C50AE765B,formal_cross_border_aquatic_food_form_route,18.367,2019-2022,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-F667ADE72,formal_cross_border_aquatic_food_form_route,70.203,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-F66941223,formal_cross_border_aquatic_food_form_route,105.46,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-FBAD27E4C,formal_cross_border_aquatic_food_form_route,345.369,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-C6216EDAB,formal_cross_border_aquatic_food_form_route,81.0,2019-2019,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-033CBE31B,formal_cross_border_aquatic_food_form_route,14.294,2021-2021,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-529C9F3AA,formal_cross_border_aquatic_food_form_route,0.558,2020-2023,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-B27D75BA8,formal_cross_border_aquatic_food_form_route,6.288,2021-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-B93281AF4,formal_cross_border_aquatic_food_form_route,2708.328,2020-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-28DAECE0D,formal_cross_border_aquatic_food_form_route,776.94,2020-2020,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-37798EC3A,formal_cross_border_aquatic_food_form_route,0.002,2020-2020,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-3DBC69C10,formal_cross_border_aquatic_food_form_route,0.072,2019-2019,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-84FF1506D,formal_cross_border_aquatic_food_form_route,22.451,2019-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-D10ED519D,formal_cross_border_aquatic_food_form_route,846.2,2019-2023,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-E2EEF61D0,formal_cross_border_aquatic_food_form_route,0.3,2022-2022,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-EFC652D03,formal_cross_border_aquatic_food_form_route,0.587,2020-2023,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-FD6ADA890,formal_cross_border_aquatic_food_form_route,0.25,2020-2021,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
route,XBF-FORMAL-CROSS-BORDER-AQ-2652480EA,formal_cross_border_aquatic_food_form_route,0.536,2024-2024,observed_or_reported_measurement,yes_customs_mass_scope,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,customs mass route; contaminant propagation prohibited without source/product identity join
