route_id,from_node_id,to_node_id,country,iso3,from_name,to_name,source_longitude,source_latitude,destination_longitude,destination_latitude,great_circle_distance_km,food_domains,route_kind,evidence_class,quantitative_state,mass_balance_use,cross_border,road_geometry_status,source_reference,claim_boundary,origin_release
GEO_ROUTE_F39FBEB78E96DF,GEO_KEN_200787,GEO_KEN_9166066,Kenya,KEN,Athi River,Mlolongo,36.97826,-1.4563,36.94028,-1.39639,7.887,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_C9243387D012F9,GEO_KEN_9166066,GEO_KEN_12718630,Kenya,KEN,Mlolongo,Githunguri,36.94028,-1.39639,36.99047,-1.29996,12.087,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_9F9EAEF2CF8DA6,GEO_KEN_12718630,GEO_KEN_9166066,Kenya,KEN,Githunguri,Mlolongo,36.99047,-1.29996,36.94028,-1.39639,12.087,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_3C1ABC57EA1C6D,GEO_KEN_9166066,GEO_KEN_8477754,Kenya,KEN,Mlolongo,Imara Daima Estate,36.94028,-1.39639,36.88021,-1.32323,10.525,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_AE2FE4E7FCAE09,GEO_KEN_8477754,GEO_KEN_9166066,Kenya,KEN,Imara Daima Estate,Mlolongo,36.88021,-1.32323,36.94028,-1.39639,10.525,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_01A3BFF59015D7,GEO_KEN_187968,GEO_KEN_178245,Kenya,KEN,Malindi,Watamu,40.11692,-3.21799,40.02095,-3.35335,18.44,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_9D0C85F3F1EC4C,GEO_KEN_178245,GEO_KEN_187968,Kenya,KEN,Watamu,Malindi,40.02095,-3.35335,40.11692,-3.21799,18.44,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_F7BD9D40E06B9C,GEO_KEN_192785,GEO_KEN_185702,Kenya,KEN,Khwisero,Mumias,34.59466,0.17124,34.48796,0.33474,21.709,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_779FEA0B98FC51,GEO_KEN_185702,GEO_KEN_192785,Kenya,KEN,Mumias,Khwisero,34.48796,0.33474,34.59466,0.17124,21.709,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_312F7D7522A4EE,GEO_KEN_192785,GEO_KEN_188715,Kenya,KEN,Khwisero,Luanda,34.59466,0.17124,34.58661,0.02333,16.471,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_14EBCBED43C8AB,GEO_KEN_188715,GEO_KEN_192785,Kenya,KEN,Luanda,Khwisero,34.58661,0.02333,34.59466,0.17124,16.471,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_ED30929496765E,GEO_KEN_183595,GEO_KEN_191318,Kenya,KEN,Ngong,Kiserian,36.6699,-1.3527,36.6865,-1.4275,8.52,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_3DDE69B07F823C,GEO_KEN_191318,GEO_KEN_183595,Kenya,KEN,Kiserian,Ngong,36.6865,-1.4275,36.6699,-1.3527,8.52,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_B217FE07C15C99,GEO_KEN_178792,GEO_KEN_186139,Kenya,KEN,Ukunda,Msambweni,39.56404,-4.2929,39.48265,-4.4619,20.846,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_E97BE4D595E4D8,GEO_KEN_186139,GEO_KEN_178792,Kenya,KEN,Msambweni,Ukunda,39.48265,-4.4619,39.56404,-4.2929,20.846,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_757084BC1FE6AE,GEO_KEN_184433,GEO_KEN_179438,Kenya,KEN,Nanyuki,Tetu,37.07398,0.00624,36.91681,-0.43419,51.998,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_BDF67B05DCE5B0,GEO_KEN_179438,GEO_KEN_184433,Kenya,KEN,Tetu,Nanyuki,36.91681,-0.43419,37.07398,0.00624,51.998,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_E9FDDD99FC9893,GEO_KEN_197226,GEO_KEN_11428093,Kenya,KEN,Githunguri,Kawaida,36.77625,-1.05754,36.7598,-1.14639,10.048,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_FEF64817E56C34,GEO_KEN_11428093,GEO_KEN_197226,Kenya,KEN,Kawaida,Githunguri,36.7598,-1.14639,36.77625,-1.05754,10.048,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_15F5E6806AFED6,GEO_KEN_12718630,GEO_KEN_8477754,Kenya,KEN,Githunguri,Imara Daima Estate,36.99047,-1.29996,36.88021,-1.32323,12.527,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_03CBBB8C110EE5,GEO_KEN_8477754,GEO_KEN_12718630,Kenya,KEN,Imara Daima Estate,Githunguri,36.88021,-1.32323,36.99047,-1.29996,12.527,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_8258D0ED2555B1,GEO_KEN_198547,GEO_KEN_9406963,Kenya,KEN,El Wak,Lafey,40.92885,2.80922,41.18577,3.15106,47.526,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_6973C6884FC1ED,GEO_KEN_9406963,GEO_KEN_198547,Kenya,KEN,Lafey,El Wak,41.18577,3.15106,40.92885,2.80922,47.526,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_D144ABCBBA9494,GEO_KEN_198547,GEO_KEN_444987,Kenya,KEN,El Wak,Takaba,40.92885,2.80922,40.22278,3.35528,99.162,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_1FDC3370DAF894,GEO_KEN_444987,GEO_KEN_198547,Kenya,KEN,Takaba,El Wak,40.22278,3.35528,40.92885,2.80922,99.162,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_CA51C71CA3AE22,GEO_KEN_197335,GEO_KEN_183027,Kenya,KEN,Upper Gilgil,Nyahururu,36.27248,-0.21209,36.36339,0.03813,29.603,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_6989CD5A5CFFFB,GEO_KEN_183027,GEO_KEN_197335,Kenya,KEN,Nyahururu,Upper Gilgil,36.36339,0.03813,36.27248,-0.21209,29.603,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_7C261864651FCC,GEO_KEN_197335,GEO_KEN_12687281,Kenya,KEN,Upper Gilgil,Mairo Inya,36.27248,-0.21209,36.40865,0.02538,30.439,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_B68AADDD469EF2,GEO_KEN_12687281,GEO_KEN_197335,Kenya,KEN,Mairo Inya,Upper Gilgil,36.40865,0.02538,36.27248,-0.21209,30.439,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_4D8E40226402E9,GEO_KEN_191919,GEO_KEN_178202,Kenya,KEN,Kimilili,Webuye,34.71562,0.78775,34.77119,0.6004,21.729,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_E91C05D909D2FB,GEO_KEN_178202,GEO_KEN_191919,Kenya,KEN,Webuye,Kimilili,34.77119,0.6004,34.71562,0.78775,21.729,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_AAF28E117243E5,GEO_KEN_191919,GEO_KEN_191908,Kenya,KEN,Kimilili,Kiminini,34.71562,0.78775,34.92468,0.89284,26.016,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_CB6A79333B3EC1,GEO_KEN_191908,GEO_KEN_191919,Kenya,KEN,Kiminini,Kimilili,34.92468,0.89284,34.71562,0.78775,26.016,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_2C447E78C04E43,GEO_KEN_178522,GEO_KEN_187661,Kenya,KEN,Voi,Mariakani,38.55609,-3.39605,39.47458,-3.86261,114.37,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_6B900D08234823,GEO_KEN_187661,GEO_KEN_178522,Kenya,KEN,Mariakani,Voi,39.47458,-3.86261,38.55609,-3.39605,114.37,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_EAC156394390C9,GEO_KEN_178522,GEO_KEN_179525,Kenya,KEN,Voi,Taveta,38.55609,-3.39605,37.68336,-3.39879,96.873,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_3947C4F08BF1F4,GEO_KEN_179525,GEO_KEN_178522,Kenya,KEN,Taveta,Voi,37.68336,-3.39879,38.55609,-3.39605,96.873,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_D19C1D05BED81F,GEO_KEN_8477754,GEO_KEN_181501,Kenya,KEN,Imara Daima Estate,Pumwani,36.88021,-1.32323,36.84725,-1.28316,5.769,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_BED8CE4A472F15,GEO_KEN_181501,GEO_KEN_8477754,Kenya,KEN,Pumwani,Imara Daima Estate,36.84725,-1.28316,36.88021,-1.32323,5.769,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_B2199448B7BB73,GEO_KEN_178323,GEO_KEN_195539,Kenya,KEN,Wanguru,Kagio,37.35701,-0.68393,37.25551,-0.62482,13.06,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_74D7252E3F884E,GEO_KEN_195539,GEO_KEN_178323,Kenya,KEN,Kagio,Wanguru,37.25551,-0.62482,37.35701,-0.68393,13.06,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_A76BDB7071C8B4,GEO_KEN_196936,GEO_KEN_197768,Kenya,KEN,Habaswein,Garba Tula,39.49122,1.01659,38.51878,0.53392,120.708,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_90A4A1ECA7D724,GEO_KEN_197768,GEO_KEN_196936,Kenya,KEN,Garba Tula,Habaswein,38.51878,0.53392,39.49122,1.01659,120.708,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_4C6CE9DF82D8A7,GEO_KEN_186315,GEO_KEN_181135,Kenya,KEN,Molo,Rongai,35.73194,-0.24849,35.86313,-0.17344,16.806,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_2C27D3C71E65D4,GEO_KEN_181135,GEO_KEN_186315,Kenya,KEN,Rongai,Molo,35.86313,-0.17344,35.73194,-0.24849,16.806,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_F35C15F2504031,GEO_KEN_186315,GEO_KEN_198644,Kenya,KEN,Molo,Elburgon,35.73194,-0.24849,35.80935,-0.30037,10.362,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_9BD3F8E62D3EA4,GEO_KEN_198644,GEO_KEN_186315,Kenya,KEN,Elburgon,Molo,35.80935,-0.30037,35.73194,-0.24849,10.362,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_4467590E48F47F,GEO_KEN_186180,GEO_KEN_444987,Kenya,KEN,Moyale,Takaba,39.0561,3.52661,40.22278,3.35528,130.889,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
GEO_ROUTE_526066C3B92F23,GEO_KEN_444987,GEO_KEN_186180,Kenya,KEN,Takaba,Moyale,40.22278,3.35528,39.0561,3.52661,130.889,fish|vegetable,candidate directed national access corridor,model-support topology from geolocated settlements,no observed route mass; inactive until compatible dated evidence or an explicitly requested model run,"eligible only after source, commodity, product and time activation",no,pending road-network alignment; endpoint relation only,GeoNames cities5000 dump; connection generated by predeclared national sparse-graph rule,within-country reachability support only; not evidence that food moved along this pair,NF_EDFLOW_geolocated_network_expansion_v1_2_0_2026-08-31
